area,item,amount [t],absolute_losses [t],relative_losses,population,al/capita [kg]
Ethiopia,Poultry Birds,77953459.27601683,6353509.585119486,0.0753616180363984,115638360.0,54.94292365543308
Ethiopia,Sorghum and products,326001.4048662791,4939433.5527989,0.938086519444761,115638360.0,42.71448983537037
"China, Hong Kong SAR",Poultry Birds,20751257.75415529,202001.51464721188,0.009640577251290638,7501907.0,26.926688726907955
Ethiopia,Millet and products,75226.04942763995,1158773.950572361,0.9390388578382173,115638360.0,10.020670913807157
