area,item,amount [t],absolute_losses [t],relative_losses,al/capita [kg]
Eswatini,Poultry Birds,7425760.32205694,-812401.2021482158,-0.12284244472715522,-691.86338030476
Malta,Wheat and products,454096.7789001144,-409122.60378319316,-1.0,-802.8387322936708
Egypt,Poultry Birds,1363427641.7226255,-110112346.53325248,-0.08785686008612448,-1033.5429932591219
Dominican Republic,Poultry Birds,180962211.0716684,-12296444.598408341,-0.07290421082785525,-1124.0565454600114
Malta,Poultry Birds,3054681.502223583,-1084719.446379463,-0.5506296139874967,-2128.591227110672
