,area,item,amount [t],comm_group,group
4552,"China, mainland","Alcohol, Non-Food",3352257.534905098,Ethanol,Crop products
4553,"China, mainland",Apples and products,40572409.037527815,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4554,"China, mainland",Asses,959503.8944304722,Live animals,Livestock
4555,"China, mainland",Bananas,12877235.861249417,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4556,"China, mainland",Barley and products,8510385.119748984,Cereals,Primary crops
4557,"China, mainland",Beans,1460267.1519102377,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4558,"China, mainland",Beer,35244138.84352686,Alcohol,Crop products
4559,"China, mainland","Beverages, Alcoholic",11909149.65599748,Alcohol,Crop products
4560,"China, mainland","Beverages, Fermented",3057772.9829804436,Alcohol,Crop products
4561,"China, mainland",Bovine Meat,9593169.671631925,Meat,Livestock products
4562,"China, mainland",Buffaloes,4536902.606626306,Live animals,Livestock
4563,"China, mainland","Butter, Ghee",211773.0593082388,Milk,Livestock products
4564,"China, mainland","Camelids, other",0.0,Live animals,Livestock
4565,"China, mainland",Camels,114919.19160022058,Live animals,Livestock
4566,"China, mainland",Cassava and products,28853227.763257656,Roots and tubers,Primary crops
4567,"China, mainland",Cattle,46558290.281251125,Live animals,Livestock
4568,"China, mainland","Cereals, Other",1187743.2016779154,Cereals,Primary crops
4569,"China, mainland","Citrus, Other",5867000.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4570,"China, mainland",Cloves,3997.9999999999995,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4571,"China, mainland",Cocoa Beans and products,38833.25114514498,"Coffee, tea, cocoa",Primary crops
4572,"China, mainland",Coconut Oil,155127.5115595912,Vegetable oils,Crop products
4573,"China, mainland",Coconuts - Incl Copra,1064833.9165806714,Oil crops,Primary crops
4574,"China, mainland",Coffee and products,222984.0054233798,"Coffee, tea, cocoa",Primary crops
4575,"China, mainland",Copra Cake,7390.544327794018,Oil cakes,Crop products
4576,"China, mainland",Cotton lint,8057623.639895957,Fibre crops,Crop products
4577,"China, mainland",Cottonseed,9855083.384716997,Fibre crops,Crop products
4578,"China, mainland",Cottonseed Cake,4583639.101627315,Oil cakes,Crop products
4579,"China, mainland",Cottonseed Oil,1258818.8498514246,Vegetable oils,Crop products
4580,"China, mainland",Dates,170637.35886634619,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4581,"China, mainland",Eggs,32997645.957098335,Eggs,Livestock products
4582,"China, mainland","Fats, Animals, Raw",3164331.8838379174,Animal fats,Livestock products
4583,"China, mainland","Fish, Seafood",59005061.66678719,Fish,Fish
4584,"China, mainland",Fodder crops,61701137.78750421,Fodder crops,Primary crops
4585,"China, mainland","Fruits, Other",58299881.982064836,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4586,"China, mainland",Goats,151487808.09821585,Live animals,Livestock
4587,"China, mainland",Grapefruit and products,5040412.272241526,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4588,"China, mainland",Grapes and products (excl wine),15112769.03106975,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4589,"China, mainland",Grazing,1652814651.0,Grazing,Primary crops
4590,"China, mainland",Groundnut Cake,2905429.514437805,Oil cakes,Crop products
4591,"China, mainland",Groundnut Oil,2150498.8949608803,Vegetable oils,Crop products
4592,"China, mainland",Groundnuts,19212561.176878456,Oil crops,Primary crops
4593,"China, mainland","Hard Fibres, Other",617018.7610522493,Fibre crops,Primary crops
4594,"China, mainland",Hides and skins,2963035.5981595027,"Hides, skins, wool",Livestock products
4595,"China, mainland",Honey,460424.55315694114,Honey,Livestock products
4596,"China, mainland",Hops,12317.937461261383,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4597,"China, mainland",Horses,1060158.4375561718,Live animals,Livestock
4598,"China, mainland",Jute,50699.99999905247,Fibre crops,Primary crops
4599,"China, mainland",Jute-Like Fibres,25729.0,Fibre crops,Primary crops
4600,"China, mainland","Lemons, Limes and products",2697407.750365476,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4601,"China, mainland",Maize Germ Oil,554916.5175254215,Vegetable oils,Crop products
4602,"China, mainland",Maize and products,275238969.4802119,Cereals,Primary crops
4603,"China, mainland","Meat, Other",743239.3116085313,Meat,Livestock products
4604,"China, mainland",Milk - Excluding Butter,39738012.522579275,Milk,Livestock products
4605,"China, mainland",Millet and products,2300000.0,Cereals,Primary crops
4606,"China, mainland",Mules,120221.17646597224,Live animals,Livestock
4607,"China, mainland",Mutton & Goat Meat,5416369.944525537,Meat,Livestock products
4608,"China, mainland",Nuts and products,3546536.043084013,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4609,"China, mainland",Oats,553317.0388256407,Cereals,Primary crops
4610,"China, mainland","Offals, Edible",5145341.590073892,Meat,Livestock products
4611,"China, mainland","Oil, palm fruit",669312.0,Oil crops,Primary crops
4612,"China, mainland","Oilcrops Oil, Other",698952.434927308,Vegetable oils,Crop products
4613,"China, mainland","Oilcrops, Other",1633197.316386984,Oil crops,Primary crops
4614,"China, mainland","Oilseed Cakes, Other",767166.500090058,Oil cakes,Crop products
4615,"China, mainland",Olive Oil,52555.21818174436,Vegetable oils,Crop products
4616,"China, mainland",Olives (including preserved),1000.9685844975576,Oil crops,Primary crops
4617,"China, mainland",Onions,23660000.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4618,"China, mainland","Oranges, Mandarines",31025509.9415412,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4619,"China, mainland",Palm Oil,6356470.74493292,Vegetable oils,Crop products
4620,"China, mainland",Palm kernels,33567.689689729326,Oil crops,Crop products
4621,"China, mainland",Palmkernel Cake,594012.3060866533,Oil cakes,Crop products
4622,"China, mainland",Palmkernel Oil,747627.3172841547,Vegetable oils,Crop products
4623,"China, mainland",Peas,3995940.939088286,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4624,"China, mainland",Pepper,52983.71079785454,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4625,"China, mainland",Pigmeat,43437030.09539121,Meat,Livestock products
4626,"China, mainland",Pigs,431239909.8014871,Live animals,Livestock
4627,"China, mainland",Pimento,391008.308299312,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4628,"China, mainland",Pineapples and products,2498111.08060365,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4629,"China, mainland",Plantains,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4630,"China, mainland",Potatoes and products,93201945.8335323,Roots and tubers,Primary crops
4631,"China, mainland",Poultry Birds,13574215255.277666,Live animals,Livestock
4632,"China, mainland",Poultry Meat,21704236.56294201,Meat,Livestock products
4633,"China, mainland","Pulses, Other and products",2350479.0133186146,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4634,"China, mainland",Rabbits and hares,279454775.7319253,Live animals,Livestock
4635,"China, mainland",Rape and Mustard Cake,3934134.499362018,Oil cakes,Crop products
4636,"China, mainland",Rape and Mustard Oil,3306158.891908428,Vegetable oils,Crop products
4637,"China, mainland",Rape and Mustardseed,11878425.020376854,Oil crops,Primary crops
4638,"China, mainland",Rice and products,213706067.3377116,Cereals,Primary crops
4639,"China, mainland",Ricebran Oil,118920.171596174,Vegetable oils,Crop products
4640,"China, mainland","Rodents, other",0.0,Live animals,Livestock
4641,"China, mainland","Roots, Other",2027607.1541596937,Roots and tubers,Primary crops
4642,"China, mainland",Rubber,3066249.80344328,"Tobacco, rubber",Primary crops
4643,"China, mainland",Rye and products,527999.9999999984,Cereals,Primary crops
4644,"China, mainland",Seed cotton,17908028.947626702,Oil crops,Primary crops
4645,"China, mainland",Sesame seed,1129338.5371038998,Oil crops,Primary crops
4646,"China, mainland",Sesameseed Cake,275489.9045357005,Oil cakes,Crop products
4647,"China, mainland",Sesameseed Oil,234170.41541535562,Vegetable oils,Crop products
4648,"China, mainland",Sheep,176858121.54512843,Live animals,Livestock
4649,"China, mainland",Silk,210338.4276904555,"Hides, skins, wool",Livestock products
4650,"China, mainland",Sisal,14006.0,Fibre crops,Primary crops
4651,"China, mainland","Soft-Fibres, Other",320713.2085718948,Fibre crops,Primary crops
4652,"China, mainland",Sorghum and products,8846365.40257326,Cereals,Primary crops
4653,"China, mainland",Soyabean Cake,58132609.34006323,Oil cakes,Crop products
4654,"China, mainland",Soyabean Oil,13579467.87750387,Vegetable oils,Crop products
4655,"China, mainland",Soyabeans,89803348.44899878,Oil crops,Primary crops
4656,"China, mainland","Spices, Other",895446.4374465173,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4657,"China, mainland",Sugar (Raw Equivalent),16559382.164298132,"Sugar, sweeteners",Crop products
4658,"China, mainland",Sugar beet,11598000.0,Sugar crops,Primary crops
4659,"China, mainland",Sugar cane,108288639.29839973,Sugar crops,Primary crops
4660,"China, mainland",Sugar non-centrifugal,275000.00000000006,"Sugar, sweeteners",Crop products
4661,"China, mainland",Sunflower seed,2189146.2045066142,Oil crops,Primary crops
4662,"China, mainland",Sunflowerseed Cake,1663306.0871278942,Oil cakes,Crop products
4663,"China, mainland",Sunflowerseed Oil,1662070.9624864773,Vegetable oils,Crop products
4664,"China, mainland",Sweet potatoes,48949000.0,Roots and tubers,Primary crops
4665,"China, mainland","Sweeteners, Other",1609655.8623729274,"Sugar, sweeteners",Crop products
4666,"China, mainland",Tea (including mate),3007311.3630592013,"Coffee, tea, cocoa",Primary crops
4667,"China, mainland",Tobacco,2229548.74345177,"Tobacco, rubber",Primary crops
4668,"China, mainland",Tomatoes and products,64795479.99994604,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4669,"China, mainland","Vegetables, Other",579803040.6461768,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4670,"China, mainland",Wheat and products,120765782.3437031,Cereals,Primary crops
4671,"China, mainland",Wine,2417377.079258157,Alcohol,Crop products
4672,"China, mainland",Wool (Clean Eq.),512812.7893142426,"Hides, skins, wool",Livestock products
4673,"China, mainland",Yams,0.0,Roots and tubers,Primary crops
4674,Colombia,Abaca,0.0,Fibre crops,Primary crops
4675,Colombia,"Alcohol, Non-Food",669432.6250742854,Ethanol,Crop products
4676,Colombia,Apples and products,110930.2663611382,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4677,Colombia,Asses,2.9770560570578595,Live animals,Livestock
4678,Colombia,Bananas,2435425.0728370175,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4679,Colombia,Barley and products,279931.9246236377,Cereals,Primary crops
4680,Colombia,Beans,141232.56309069943,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4681,Colombia,Beer,2383900.9868640527,Alcohol,Crop products
4682,Colombia,"Beverages, Alcoholic",101349.66586686824,Alcohol,Crop products
4683,Colombia,"Beverages, Fermented",1689.2046276289063,Alcohol,Crop products
4684,Colombia,Bovine Meat,756299.2721717142,Meat,Livestock products
4685,Colombia,Buffaloes,31575.970420061105,Live animals,Livestock
4686,Colombia,"Butter, Ghee",22828.759004186402,Milk,Livestock products
4687,Colombia,"Camelids, other",1.9999999300322042,Live animals,Livestock
4688,Colombia,Camels,0.0,Live animals,Livestock
4689,Colombia,Cassava and products,1175861.0519106193,Roots and tubers,Primary crops
4690,Colombia,Cattle,3519171.7162367743,Live animals,Livestock
4691,Colombia,"Cereals, Other",10646.102996252805,Cereals,Primary crops
4692,Colombia,"Citrus, Other",572000.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4693,Colombia,Cloves,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4694,Colombia,Cocoa Beans and products,63000.0,"Coffee, tea, cocoa",Primary crops
4695,Colombia,Coconut Oil,965.1107827602253,Vegetable oils,Crop products
4696,Colombia,Coconuts - Incl Copra,161479.9357947163,Oil crops,Primary crops
4697,Colombia,Coffee and products,842329.5806632913,"Coffee, tea, cocoa",Primary crops
4698,Colombia,Copra Cake,14.000028457561397,Oil cakes,Crop products
4699,Colombia,Cotton lint,20692.92752006402,Fibre crops,Crop products
4700,Colombia,Cottonseed,3999.9999999999986,Fibre crops,Crop products
4701,Colombia,Cottonseed Cake,1366.223208074206,Oil cakes,Crop products
4702,Colombia,Cottonseed Oil,296.2962962962961,Vegetable oils,Crop products
4703,Colombia,Dates,42.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4704,Colombia,Eggs,964345.27353637,Eggs,Livestock products
4705,Colombia,"Fats, Animals, Raw",54689.81965059592,Animal fats,Livestock products
4706,Colombia,"Fish, Seafood",477460.44702607987,Fish,Fish
4707,Colombia,Fodder crops,0.0,Fodder crops,Primary crops
4708,Colombia,"Fruits, Other",2979467.9346950534,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4709,Colombia,Goats,24723.747554802325,Live animals,Livestock
4710,Colombia,Grapefruit and products,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4711,Colombia,Grapes and products (excl wine),106564.32171097389,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4712,Colombia,Grazing,238150982.0,Grazing,Primary crops
4713,Colombia,Groundnut Cake,0.0,Oil cakes,Crop products
4714,Colombia,Groundnut Oil,0.0,Vegetable oils,Crop products
4715,Colombia,Groundnuts,30158.139837658153,Oil crops,Primary crops
4716,Colombia,"Hard Fibres, Other",15439.999932537263,Fibre crops,Primary crops
4717,Colombia,Hides and skins,91312.10013934529,"Hides, skins, wool",Livestock products
4718,Colombia,Honey,4965.736910559226,Honey,Livestock products
4719,Colombia,Hops,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4720,Colombia,Horses,48361.45079038827,Live animals,Livestock
4721,Colombia,Jute,0.0,Fibre crops,Primary crops
4722,Colombia,Jute-Like Fibres,0.0,Fibre crops,Primary crops
4723,Colombia,"Lemons, Limes and products",297000.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4724,Colombia,Maize Germ Oil,10399.183798725324,Vegetable oils,Crop products
4725,Colombia,Maize and products,7827468.290728154,Cereals,Primary crops
4726,Colombia,"Meat, Other",9021.762016789728,Meat,Livestock products
4727,Colombia,Milk - Excluding Butter,7194653.344532001,Milk,Livestock products
4728,Colombia,Millet and products,0.0,Cereals,Primary crops
4729,Colombia,Mules,1.9949679901709514,Live animals,Livestock
4730,Colombia,Mutton & Goat Meat,999.9956342767649,Meat,Livestock products
4731,Colombia,Nuts and products,14459.777366374423,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4732,Colombia,Oats,95758.26419944562,Cereals,Primary crops
4733,Colombia,"Offals, Edible",148390.85457556808,Meat,Livestock products
4734,Colombia,"Oil, palm fruit",7172766.999999964,Oil crops,Primary crops
4735,Colombia,"Oilcrops Oil, Other",78373.43638671523,Vegetable oils,Crop products
4736,Colombia,"Oilcrops, Other",1148.6696749244798,Oil crops,Primary crops
4737,Colombia,"Oilseed Cakes, Other",0.0,Oil cakes,Crop products
4738,Colombia,Olive Oil,6688.550430413021,Vegetable oils,Crop products
4739,Colombia,Olives (including preserved),1995.9296739494805,Oil crops,Primary crops
4740,Colombia,Onions,643646.9565742188,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4741,Colombia,"Oranges, Mandarines",539187.9996854753,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4742,Colombia,Palm Oil,1696737.7243848376,Vegetable oils,Crop products
4743,Colombia,Palm kernels,449165.24200777215,Oil crops,Crop products
4744,Colombia,Palmkernel Cake,154845.79936696883,Oil cakes,Crop products
4745,Colombia,Palmkernel Oil,120374.88176769827,Vegetable oils,Crop products
4746,Colombia,Peas,79497.50549594448,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4747,Colombia,Pepper,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4748,Colombia,Pigmeat,519606.75865197927,Meat,Livestock products
4749,Colombia,Pigs,4868178.920576687,Live animals,Livestock
4750,Colombia,Pimento,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4751,Colombia,Pineapples and products,885963.9389406509,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4752,Colombia,Plantains,2485093.7177856117,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4753,Colombia,Potatoes and products,819553.4533282098,Roots and tubers,Primary crops
4754,Colombia,Poultry Birds,1016541154.2869298,Live animals,Livestock
4755,Colombia,Poultry Meat,1681040.1670266462,Meat,Livestock products
4756,Colombia,"Pulses, Other and products",105584.02805842411,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4757,Colombia,Rabbits and hares,2477982.888456569,Live animals,Livestock
4758,Colombia,Rape and Mustard Cake,0.0,Oil cakes,Crop products
4759,Colombia,Rape and Mustard Oil,9314.78735556234,Vegetable oils,Crop products
4760,Colombia,Rape and Mustardseed,904.9490174911285,Oil crops,Primary crops
4761,Colombia,Rice and products,3523396.296371779,Cereals,Primary crops
4762,Colombia,Ricebran Oil,0.0,Vegetable oils,Crop products
4763,Colombia,"Rodents, other",0.0,Live animals,Livestock
4764,Colombia,"Roots, Other",163000.0,Roots and tubers,Primary crops
4765,Colombia,Rubber,25457.595442790265,"Tobacco, rubber",Primary crops
4766,Colombia,Rye and products,984.8823196281242,Cereals,Primary crops
4767,Colombia,Seed cotton,19034.0,Oil crops,Primary crops
4768,Colombia,Sesame seed,4793.159775040609,Oil crops,Primary crops
4769,Colombia,Sesameseed Cake,65.0,Oil cakes,Crop products
4770,Colombia,Sesameseed Oil,61.0,Vegetable oils,Crop products
4771,Colombia,Sheep,38433.58939051415,Live animals,Livestock
4772,Colombia,Silk,11.93100789230022,"Hides, skins, wool",Livestock products
4773,Colombia,Sisal,0.0,Fibre crops,Primary crops
4774,Colombia,"Soft-Fibres, Other",0.0,Fibre crops,Primary crops
4775,Colombia,Sorghum and products,6000.0,Cereals,Primary crops
4776,Colombia,Soyabean Cake,1014236.9107356733,Oil cakes,Crop products
4777,Colombia,Soyabean Oil,245346.45074527754,Vegetable oils,Crop products
4778,Colombia,Soyabeans,282713.9581352634,Oil crops,Primary crops
4779,Colombia,"Spices, Other",38313.538332403405,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4780,Colombia,Sugar (Raw Equivalent),2416240.5271986793,"Sugar, sweeteners",Crop products
4781,Colombia,Sugar beet,30000.0,Sugar crops,Primary crops
4782,Colombia,Sugar cane,24650000.00000005,Sugar crops,Primary crops
4783,Colombia,Sugar non-centrifugal,1146000.000000002,"Sugar, sweeteners",Crop products
4784,Colombia,Sunflower seed,1949.9524067941873,Oil crops,Primary crops
4785,Colombia,Sunflowerseed Cake,16397.228140740142,Oil cakes,Crop products
4786,Colombia,Sunflowerseed Oil,37035.674264696136,Vegetable oils,Crop products
4787,Colombia,Sweet potatoes,0.0,Roots and tubers,Primary crops
4788,Colombia,"Sweeteners, Other",141051.18815243585,"Sugar, sweeteners",Crop products
4789,Colombia,Tea (including mate),1165.9027934535206,"Coffee, tea, cocoa",Primary crops
4790,Colombia,Tobacco,21239.028833767232,"Tobacco, rubber",Primary crops
4791,Colombia,Tomatoes and products,653831.9999974652,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4792,Colombia,"Vegetables, Other",1673737.5786523395,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4793,Colombia,Wheat and products,1712825.9306607454,Cereals,Primary crops
4794,Colombia,Wine,28335.397646248683,Alcohol,Crop products
4795,Colombia,Wool (Clean Eq.),4376.972278043484,"Hides, skins, wool",Livestock products
4796,Colombia,Yams,327026.9870190936,Roots and tubers,Primary crops
4797,Congo,Abaca,0.0,Fibre crops,Primary crops
4798,Congo,"Alcohol, Non-Food",2793.9878469163336,Ethanol,Crop products
4799,Congo,Apples and products,1994.2798341774926,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4800,Congo,Asses,0.0,Live animals,Livestock
4801,Congo,Bananas,86000.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4802,Congo,Barley and products,2114.0861481279235,Cereals,Primary crops
4803,Congo,Beans,13165.265205587772,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4804,Congo,Beer,285126.14233624114,Alcohol,Crop products
4805,Congo,"Beverages, Alcoholic",1847.0223415532928,Alcohol,Crop products
4806,Congo,"Beverages, Fermented",0.0,Alcohol,Crop products
4807,Congo,Bovine Meat,10989.008947496104,Meat,Livestock products
4808,Congo,Buffaloes,0.0,Live animals,Livestock
4809,Congo,"Butter, Ghee",0.0,Milk,Livestock products
4810,Congo,"Camelids, other",0.0,Live animals,Livestock
4811,Congo,Camels,0.0,Live animals,Livestock
4812,Congo,Cassava and products,1585000.0,Roots and tubers,Primary crops
4813,Congo,Cattle,37005.09762761064,Live animals,Livestock
4814,Congo,"Cereals, Other",3000.0,Cereals,Primary crops
4815,Congo,"Citrus, Other",0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4816,Congo,Cloves,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4817,Congo,Cocoa Beans and products,7000.0,"Coffee, tea, cocoa",Primary crops
4818,Congo,Coconut Oil,0.0,Vegetable oils,Crop products
4819,Congo,Coconuts - Incl Copra,3000.0,Oil crops,Primary crops
4820,Congo,Coffee and products,3990.3271745927154,"Coffee, tea, cocoa",Primary crops
4821,Congo,Copra Cake,0.0,Oil cakes,Crop products
4822,Congo,Cotton lint,0.0,Fibre crops,Crop products
4823,Congo,Cottonseed,0.0,Fibre crops,Crop products
4824,Congo,Cottonseed Cake,0.0,Oil cakes,Crop products
4825,Congo,Cottonseed Oil,0.0,Vegetable oils,Crop products
4826,Congo,Dates,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4827,Congo,Eggs,2910.111968584552,Eggs,Livestock products
4828,Congo,"Fats, Animals, Raw",0.0,Animal fats,Livestock products
4829,Congo,"Fish, Seafood",118785.66557288026,Fish,Fish
4830,Congo,Fodder crops,0.0,Fodder crops,Primary crops
4831,Congo,"Fruits, Other",77000.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4832,Congo,Goats,100397.23173466495,Live animals,Livestock
4833,Congo,Grapefruit and products,5000.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4834,Congo,Grapes and products (excl wine),0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4835,Congo,Grazing,1653253.0,Grazing,Primary crops
4836,Congo,Groundnut Cake,3339.0000000000045,Oil cakes,Crop products
4837,Congo,Groundnut Oil,3000.000000000004,Vegetable oils,Crop products
4838,Congo,Groundnuts,26000.000000000033,Oil crops,Primary crops
4839,Congo,"Hard Fibres, Other",0.0,Fibre crops,Primary crops
4840,Congo,Hides and skins,1079.9225451474772,"Hides, skins, wool",Livestock products
4841,Congo,Honey,0.0,Honey,Livestock products
4842,Congo,Hops,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4843,Congo,Horses,0.0,Live animals,Livestock
4844,Congo,Jute,0.0,Fibre crops,Primary crops
4845,Congo,Jute-Like Fibres,0.0,Fibre crops,Primary crops
4846,Congo,"Lemons, Limes and products",5000.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4847,Congo,Maize Germ Oil,0.0,Vegetable oils,Crop products
4848,Congo,Maize and products,28347.231019355637,Cereals,Primary crops
4849,Congo,"Meat, Other",0.0,Meat,Livestock products
4850,Congo,Milk - Excluding Butter,5977.048476358872,Milk,Livestock products
4851,Congo,Millet and products,14000.0,Cereals,Primary crops
4852,Congo,Mules,0.0,Live animals,Livestock
4853,Congo,Mutton & Goat Meat,1999.9856011312909,Meat,Livestock products
4854,Congo,Nuts and products,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4855,Congo,Oats,988.5404952094887,Cereals,Primary crops
4856,Congo,"Offals, Edible",24434.121976709055,Meat,Livestock products
4857,Congo,"Oil, palm fruit",149424.0,Oil crops,Primary crops
4858,Congo,"Oilcrops Oil, Other",11645.567458143129,Vegetable oils,Crop products
4859,Congo,"Oilcrops, Other",4000.0,Oil crops,Primary crops
4860,Congo,"Oilseed Cakes, Other",118.6619288436982,Oil cakes,Crop products
4861,Congo,Olive Oil,0.0,Vegetable oils,Crop products
4862,Congo,Olives (including preserved),0.0,Oil crops,Primary crops
4863,Congo,Onions,20087.926673874677,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4864,Congo,"Oranges, Mandarines",6996.999988038631,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4865,Congo,Palm Oil,104668.71099009193,Vegetable oils,Crop products
4866,Congo,Palm kernels,5977.000000000002,Oil crops,Crop products
4867,Congo,Palmkernel Cake,0.0,Oil cakes,Crop products
4868,Congo,Palmkernel Oil,0.0,Vegetable oils,Crop products
4869,Congo,Peas,5081.669680082533,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4870,Congo,Pepper,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4871,Congo,Pigmeat,36115.60965300529,Meat,Livestock products
4872,Congo,Pigs,35248.337837544364,Live animals,Livestock
4873,Congo,Pimento,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4874,Congo,Pineapples and products,4000.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4875,Congo,Plantains,88000.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4876,Congo,Potatoes and products,9947.953025149722,Roots and tubers,Primary crops
4877,Congo,Poultry Birds,7454369.603502629,Live animals,Livestock
4878,Congo,Poultry Meat,121730.52071667051,Meat,Livestock products
4879,Congo,"Pulses, Other and products",821.5931557544536,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4880,Congo,Rabbits and hares,0.0,Live animals,Livestock
4881,Congo,Rape and Mustard Cake,0.0,Oil cakes,Crop products
4882,Congo,Rape and Mustard Oil,0.0,Vegetable oils,Crop products
4883,Congo,Rape and Mustardseed,520.0268659048053,Oil crops,Primary crops
4884,Congo,Rice and products,138181.85118282615,Cereals,Primary crops
4885,Congo,Ricebran Oil,0.0,Vegetable oils,Crop products
4886,Congo,"Rodents, other",0.0,Live animals,Livestock
4887,Congo,"Roots, Other",59000.0,Roots and tubers,Primary crops
4888,Congo,Rubber,2318.0,"Tobacco, rubber",Primary crops
4889,Congo,Rye and products,0.0,Cereals,Primary crops
4890,Congo,Seed cotton,0.0,Oil crops,Primary crops
4891,Congo,Sesame seed,271.0,Oil crops,Primary crops
4892,Congo,Sesameseed Cake,0.0,Oil cakes,Crop products
4893,Congo,Sesameseed Oil,0.0,Vegetable oils,Crop products
4894,Congo,Sheep,44820.53556662434,Live animals,Livestock
4895,Congo,Silk,0.0,"Hides, skins, wool",Livestock products
4896,Congo,Sisal,0.0,Fibre crops,Primary crops
4897,Congo,"Soft-Fibres, Other",0.0,Fibre crops,Primary crops
4898,Congo,Sorghum and products,0.0,Cereals,Primary crops
4899,Congo,Soyabean Cake,2920.8311911216674,Oil cakes,Crop products
4900,Congo,Soyabean Oil,775.4821474729574,Vegetable oils,Crop products
4901,Congo,Soyabeans,0.0,Oil crops,Primary crops
4902,Congo,"Spices, Other",0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4903,Congo,Sugar (Raw Equivalent),71899.25659180987,"Sugar, sweeteners",Crop products
4904,Congo,Sugar beet,0.0,Sugar crops,Primary crops
4905,Congo,Sugar cane,645000.0,Sugar crops,Primary crops
4906,Congo,Sugar non-centrifugal,0.0,"Sugar, sweeteners",Crop products
4907,Congo,Sunflower seed,0.0,Oil crops,Primary crops
4908,Congo,Sunflowerseed Cake,0.0,Oil cakes,Crop products
4909,Congo,Sunflowerseed Oil,0.0,Vegetable oils,Crop products
4910,Congo,Sweet potatoes,9000.0,Roots and tubers,Primary crops
4911,Congo,"Sweeteners, Other",27859.867412124324,"Sugar, sweeteners",Crop products
4912,Congo,Tea (including mate),0.0,"Coffee, tea, cocoa",Primary crops
4913,Congo,Tobacco,1640.1742719347694,"Tobacco, rubber",Primary crops
