,area,item,amount [t],comm_group,group
19707,South Sudan,Cottonseed Cake,3.6400299719991156,Oil cakes,Crop products
19708,South Sudan,Cottonseed Oil,0.0,Vegetable oils,Crop products
19709,South Sudan,Dates,26.89038447586183,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19710,South Sudan,Eggs,0.0,Eggs,Livestock products
19711,South Sudan,"Fats, Animals, Raw",0.0,Animal fats,Livestock products
19712,South Sudan,"Fish, Seafood",0.0,Fish,Fish
19713,South Sudan,Fodder crops,0.0,Fodder crops,Primary crops
19714,South Sudan,"Fruits, Other",485919.99649044726,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19715,South Sudan,Goats,2111196.3674416007,Live animals,Livestock
19716,South Sudan,Grapefruit and products,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19717,South Sudan,Grapes and products (excl wine),0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19718,South Sudan,Grazing,85852707.0,Grazing,Primary crops
19719,South Sudan,Groundnut Cake,0.0,Oil cakes,Crop products
19720,South Sudan,Groundnut Oil,16014.730408445204,Vegetable oils,Crop products
19721,South Sudan,Groundnuts,171232.5199315794,Oil crops,Primary crops
19722,South Sudan,"Hard Fibres, Other",0.0,Fibre crops,Primary crops
19723,South Sudan,Hides and skins,34508.99722850041,"Hides, skins, wool",Livestock products
19724,South Sudan,Honey,0.0,Honey,Livestock products
19725,South Sudan,Hops,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19726,South Sudan,Horses,62.75655062822162,Live animals,Livestock
19727,South Sudan,Jute,3689.0,Fibre crops,Primary crops
19728,South Sudan,Jute-Like Fibres,0.0,Fibre crops,Primary crops
19729,South Sudan,"Lemons, Limes and products",12.910826412381525,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19730,South Sudan,Maize Germ Oil,0.0,Vegetable oils,Crop products
19731,South Sudan,Maize and products,270279.43549881334,Cereals,Primary crops
19732,South Sudan,"Meat, Other",0.0,Meat,Livestock products
19733,South Sudan,Milk - Excluding Butter,0.0,Milk,Livestock products
19734,South Sudan,Millet and products,35855.0,Cereals,Primary crops
19735,South Sudan,Mules,0.0,Live animals,Livestock
19736,South Sudan,Mutton & Goat Meat,42387.84262245,Meat,Livestock products
19737,South Sudan,Nuts and products,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19738,South Sudan,Oats,0.0,Cereals,Primary crops
19739,South Sudan,"Offals, Edible",0.0,Meat,Livestock products
19740,South Sudan,"Oil, palm fruit",0.0,Oil crops,Primary crops
19741,South Sudan,"Oilcrops Oil, Other",0.0,Vegetable oils,Crop products
19742,South Sudan,"Oilcrops, Other",74289.0,Oil crops,Primary crops
19743,South Sudan,"Oilseed Cakes, Other",0.0,Oil cakes,Crop products
19744,South Sudan,Olive Oil,0.0,Vegetable oils,Crop products
19745,South Sudan,Olives (including preserved),0.0,Oil crops,Primary crops
19746,South Sudan,Onions,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19747,South Sudan,"Oranges, Mandarines",17770.64141754943,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19748,South Sudan,Palm Oil,0.0,Vegetable oils,Crop products
19749,South Sudan,Palm kernels,0.0,Oil crops,Crop products
19750,South Sudan,Palmkernel Cake,0.0,Oil cakes,Crop products
19751,South Sudan,Palmkernel Oil,0.0,Vegetable oils,Crop products
19752,South Sudan,Peas,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19753,South Sudan,Pepper,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19754,South Sudan,Pigmeat,6.824308380939948,Meat,Livestock products
19755,South Sudan,Pigs,0.0,Live animals,Livestock
19756,South Sudan,Pimento,6795.94707882639,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19757,South Sudan,Pineapples and products,4482.622188457621,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19758,South Sudan,Plantains,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19759,South Sudan,Potatoes and products,1354.3220759466767,Roots and tubers,Primary crops
19760,South Sudan,Poultry Birds,34206722.75947707,Live animals,Livestock
19761,South Sudan,Poultry Meat,58879.294312427955,Meat,Livestock products
19762,South Sudan,"Pulses, Other and products",32161.476731638006,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19763,South Sudan,Rabbits and hares,0.0,Live animals,Livestock
19764,South Sudan,Rape and Mustard Cake,0.0,Oil cakes,Crop products
19765,South Sudan,Rape and Mustard Oil,0.0,Vegetable oils,Crop products
19766,South Sudan,Rape and Mustardseed,0.0,Oil crops,Primary crops
19767,South Sudan,Rice and products,49172.15680817925,Cereals,Primary crops
19768,South Sudan,Ricebran Oil,0.0,Vegetable oils,Crop products
19769,South Sudan,"Rodents, other",0.0,Live animals,Livestock
19770,South Sudan,"Roots, Other",0.0,Roots and tubers,Primary crops
19771,South Sudan,Rubber,0.0,"Tobacco, rubber",Primary crops
19772,South Sudan,Rye and products,0.0,Cereals,Primary crops
19773,South Sudan,Seed cotton,0.0,Oil crops,Primary crops
19774,South Sudan,Sesame seed,183881.3036315083,Oil crops,Primary crops
19775,South Sudan,Sesameseed Cake,0.0,Oil cakes,Crop products
19776,South Sudan,Sesameseed Oil,21094.89544047972,Vegetable oils,Crop products
19777,South Sudan,Sheep,1346317.9834463084,Live animals,Livestock
19778,South Sudan,Silk,0.0,"Hides, skins, wool",Livestock products
19779,South Sudan,Sisal,0.0,Fibre crops,Primary crops
19780,South Sudan,"Soft-Fibres, Other",0.0,Fibre crops,Primary crops
19781,South Sudan,Sorghum and products,746517.2128956771,Cereals,Primary crops
19782,South Sudan,Soyabean Cake,0.0,Oil cakes,Crop products
19783,South Sudan,Soyabean Oil,0.0,Vegetable oils,Crop products
19784,South Sudan,Soyabeans,0.0,Oil crops,Primary crops
19785,South Sudan,"Spices, Other",0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19786,South Sudan,Sugar (Raw Equivalent),0.0,"Sugar, sweeteners",Crop products
19787,South Sudan,Sugar beet,0.0,Sugar crops,Primary crops
19788,South Sudan,Sugar cane,0.0,Sugar crops,Primary crops
19789,South Sudan,Sugar non-centrifugal,0.0,"Sugar, sweeteners",Crop products
19790,South Sudan,Sunflower seed,52501.0,Oil crops,Primary crops
19791,South Sudan,Sunflowerseed Cake,0.0,Oil cakes,Crop products
19792,South Sudan,Sunflowerseed Oil,0.0,Vegetable oils,Crop products
19793,South Sudan,Sweet potatoes,4.000023682864601,Roots and tubers,Primary crops
19794,South Sudan,"Sweeteners, Other",6002.872329331957,"Sugar, sweeteners",Crop products
19795,South Sudan,Tea (including mate),0.0,"Coffee, tea, cocoa",Primary crops
19796,South Sudan,Tobacco,0.0,"Tobacco, rubber",Primary crops
19797,South Sudan,Tomatoes and products,3181.9999999531565,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19798,South Sudan,"Vegetables, Other",562932.999980001,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19799,South Sudan,Wheat and products,53538.79927725849,Cereals,Primary crops
19800,South Sudan,Wine,0.0,Alcohol,Crop products
19801,South Sudan,Wool (Clean Eq.),0.9981142093199714,"Hides, skins, wool",Livestock products
19802,South Sudan,Yams,52120.0,Roots and tubers,Primary crops
19803,Spain,Abaca,0.0,Fibre crops,Primary crops
19804,Spain,"Alcohol, Non-Food",445484.27979248273,Ethanol,Crop products
19805,Spain,Apples and products,661949.7967676242,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19806,Spain,Asses,2983.668819782575,Live animals,Livestock
19807,Spain,Bananas,654630.8107049314,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19808,Spain,Barley and products,12129466.278926218,Cereals,Primary crops
19809,Spain,Beans,83085.68645491166,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19810,Spain,Beer,3888356.1947083264,Alcohol,Crop products
19811,Spain,"Beverages, Alcoholic",200017.49506694934,Alcohol,Crop products
19812,Spain,"Beverages, Fermented",35012.717568058986,Alcohol,Crop products
19813,Spain,Bovine Meat,770024.6056679306,Meat,Livestock products
19814,Spain,Buffaloes,64.0,Live animals,Livestock
19815,Spain,"Butter, Ghee",69719.28158598498,Milk,Livestock products
19816,Spain,"Camelids, other",0.0,Live animals,Livestock
19817,Spain,Camels,22.0,Live animals,Livestock
19818,Spain,Cassava and products,18615.247922774488,Roots and tubers,Primary crops
19819,Spain,Cattle,2642402.295702799,Live animals,Livestock
19820,Spain,"Cereals, Other",1324549.2053320606,Cereals,Primary crops
19821,Spain,"Citrus, Other",150154.63750774332,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19822,Spain,Cloves,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19823,Spain,Cocoa Beans and products,104669.19228162186,"Coffee, tea, cocoa",Primary crops
19824,Spain,Coconut Oil,29491.818806048846,Vegetable oils,Crop products
19825,Spain,Coconuts - Incl Copra,10289.394958364901,Oil crops,Primary crops
19826,Spain,Coffee and products,161960.28180373978,"Coffee, tea, cocoa",Primary crops
19827,Spain,Copra Cake,0.0,Oil cakes,Crop products
19828,Spain,Cotton lint,83639.66981739053,Fibre crops,Crop products
19829,Spain,Cottonseed,93731.39890818122,Fibre crops,Crop products
19830,Spain,Cottonseed Cake,40836.02776496689,Oil cakes,Crop products
19831,Spain,Cottonseed Oil,13822.700160646591,Vegetable oils,Crop products
19832,Spain,Dates,12112.32256272378,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19833,Spain,Eggs,902223.0815127237,Eggs,Livestock products
19834,Spain,"Fats, Animals, Raw",371816.6943779068,Animal fats,Livestock products
19835,Spain,"Fish, Seafood",2081845.8722165697,Fish,Fish
19836,Spain,Fodder crops,13721436.976895688,Fodder crops,Primary crops
19837,Spain,"Fruits, Other",3391609.837710405,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19838,Spain,Goats,1212240.8231954286,Live animals,Livestock
19839,Spain,Grapefruit and products,84525.58910811442,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19840,Spain,Grapes and products (excl wine),6921748.03153164,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19841,Spain,Grazing,62012860.0,Grazing,Primary crops
19842,Spain,Groundnut Cake,50.04177144492817,Oil cakes,Crop products
19843,Spain,Groundnut Oil,0.0,Vegetable oils,Crop products
19844,Spain,Groundnuts,61632.88551057287,Oil crops,Primary crops
19845,Spain,"Hard Fibres, Other",0.0,Fibre crops,Primary crops
19846,Spain,Hides and skins,70153.64412740816,"Hides, skins, wool",Livestock products
19847,Spain,Honey,45245.07643091258,Honey,Livestock products
19848,Spain,Hops,2154.854545988494,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19849,Spain,Horses,47153.08129238871,Live animals,Livestock
19850,Spain,Jute,0.0,Fibre crops,Primary crops
19851,Spain,Jute-Like Fibres,0.0,Fibre crops,Primary crops
19852,Spain,"Lemons, Limes and products",1116115.6966156843,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19853,Spain,Maize Germ Oil,48975.78067777495,Vegetable oils,Crop products
19854,Spain,Maize and products,11995565.983248359,Cereals,Primary crops
19855,Spain,"Meat, Other",70489.92762872539,Meat,Livestock products
19856,Spain,Milk - Excluding Butter,10844893.645020656,Milk,Livestock products
19857,Spain,Millet and products,12746.19584874841,Cereals,Primary crops
19858,Spain,Mules,3585.8566931021624,Live animals,Livestock
19859,Spain,Mutton & Goat Meat,128284.5265727476,Meat,Livestock products
19860,Spain,Nuts and products,908904.2987019783,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19861,Spain,Oats,1487365.0093593171,Cereals,Primary crops
19862,Spain,"Offals, Edible",579497.3885356785,Meat,Livestock products
19863,Spain,"Oil, palm fruit",0.0,Oil crops,Primary crops
19864,Spain,"Oilcrops Oil, Other",656827.8880465394,Vegetable oils,Crop products
19865,Spain,"Oilcrops, Other",84358.40574616886,Oil crops,Primary crops
19866,Spain,"Oilseed Cakes, Other",60715.733478110225,Oil cakes,Crop products
19867,Spain,Olive Oil,1564637.590056547,Vegetable oils,Crop products
19868,Spain,Olives (including preserved),8194100.522509921,Oil crops,Primary crops
19869,Spain,Onions,1376385.890236865,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19870,Spain,"Oranges, Mandarines",5663336.960361681,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19871,Spain,Palm Oil,1878567.8494859627,Vegetable oils,Crop products
19872,Spain,Palm kernels,0.0,Oil crops,Crop products
19873,Spain,Palmkernel Cake,98916.98516921778,Oil cakes,Crop products
19874,Spain,Palmkernel Oil,45018.094960195755,Vegetable oils,Crop products
19875,Spain,Peas,318176.83608334453,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19876,Spain,Pepper,2995.249707676319,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19877,Spain,Pigmeat,4835591.300314118,Meat,Livestock products
19878,Spain,Pigs,54095231.72412269,Live animals,Livestock
19879,Spain,Pimento,6911.486143448656,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19880,Spain,Pineapples and products,170895.14214279654,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19881,Spain,Plantains,49999.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19882,Spain,Potatoes and products,3484450.3794864584,Roots and tubers,Primary crops
19883,Spain,Poultry Birds,711735936.9557004,Live animals,Livestock
19884,Spain,Poultry Meat,1711940.3046917315,Meat,Livestock products
19885,Spain,"Pulses, Other and products",423905.4668189346,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19886,Spain,Rabbits and hares,40832354.78692235,Live animals,Livestock
19887,Spain,Rape and Mustard Cake,517603.9140480317,Oil cakes,Crop products
19888,Spain,Rape and Mustard Oil,83576.86295605898,Vegetable oils,Crop products
19889,Spain,Rape and Mustardseed,208276.61739251274,Oil crops,Primary crops
19890,Spain,Rice and products,687902.6247256584,Cereals,Primary crops
19891,Spain,Ricebran Oil,0.0,Vegetable oils,Crop products
19892,Spain,"Rodents, other",0.0,Live animals,Livestock
19893,Spain,"Roots, Other",12366.093178778327,Roots and tubers,Primary crops
19894,Spain,Rubber,0.0,"Tobacco, rubber",Primary crops
19895,Spain,Rye and products,742603.9782461806,Cereals,Primary crops
19896,Spain,Seed cotton,209897.20959375703,Oil crops,Primary crops
19897,Spain,Sesame seed,4910.1469902218205,Oil crops,Primary crops
19898,Spain,Sesameseed Cake,0.0,Oil cakes,Crop products
19899,Spain,Sesameseed Oil,0.0,Vegetable oils,Crop products
19900,Spain,Sheep,10882931.063059172,Live animals,Livestock
19901,Spain,Silk,4.9859485072487475,"Hides, skins, wool",Livestock products
19902,Spain,Sisal,0.0,Fibre crops,Primary crops
19903,Spain,"Soft-Fibres, Other",8826.163205434008,Fibre crops,Primary crops
19904,Spain,Sorghum and products,148268.3497002619,Cereals,Primary crops
19905,Spain,Soyabean Cake,3922432.407491361,Oil cakes,Crop products
19906,Spain,Soyabean Oil,477868.08799681655,Vegetable oils,Crop products
19907,Spain,Soyabeans,2497958.9787292513,Oil crops,Primary crops
19908,Spain,"Spices, Other",19999.185613942376,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19909,Spain,Sugar (Raw Equivalent),1323126.0741236336,"Sugar, sweeteners",Crop products
19910,Spain,Sugar beet,2433000.0,Sugar crops,Primary crops
19911,Spain,Sugar cane,2095.4485088688116,Sugar crops,Primary crops
19912,Spain,Sugar non-centrifugal,0.0,"Sugar, sweeteners",Crop products
19913,Spain,Sunflower seed,1024153.1290978793,Oil crops,Primary crops
19914,Spain,Sunflowerseed Cake,596084.3512323261,Oil cakes,Crop products
19915,Spain,Sunflowerseed Oil,671109.1147319586,Vegetable oils,Crop products
19916,Spain,Sweet potatoes,66662.12922243324,Roots and tubers,Primary crops
19917,Spain,"Sweeteners, Other",403083.4184618924,"Sugar, sweeteners",Crop products
19918,Spain,Tea (including mate),7990.620356168728,"Coffee, tea, cocoa",Primary crops
19919,Spain,Tobacco,71547.0852681068,"Tobacco, rubber",Primary crops
19920,Spain,Tomatoes and products,4447857.954418803,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19921,Spain,"Vegetables, Other",9096583.559783997,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19922,Spain,Wheat and products,10058794.511375912,Cereals,Primary crops
19923,Spain,Wine,4120219.1192322336,Alcohol,Crop products
19924,Spain,Wool (Clean Eq.),23552.699576414256,"Hides, skins, wool",Livestock products
19925,Spain,Yams,0.0,Roots and tubers,Primary crops
19926,Sri Lanka,Abaca,0.0,Fibre crops,Primary crops
19927,Sri Lanka,"Alcohol, Non-Food",7461.877153127715,Ethanol,Crop products
19928,Sri Lanka,Apples and products,17982.63270710088,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19929,Sri Lanka,Asses,0.0,Live animals,Livestock
19930,Sri Lanka,Bananas,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19931,Sri Lanka,Barley and products,26147.788093101335,Cereals,Primary crops
19932,Sri Lanka,Beans,17667.66672305741,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19933,Sri Lanka,Beer,126266.95528438663,Alcohol,Crop products
19934,Sri Lanka,"Beverages, Alcoholic",3415.633461650249,Alcohol,Crop products
19935,Sri Lanka,"Beverages, Fermented",0.0,Alcohol,Crop products
19936,Sri Lanka,Bovine Meat,25946.661409242366,Meat,Livestock products
19937,Sri Lanka,Buffaloes,78315.0880493826,Live animals,Livestock
19938,Sri Lanka,"Butter, Ghee",1972.1567027736246,Milk,Livestock products
19939,Sri Lanka,"Camelids, other",0.0,Live animals,Livestock
19940,Sri Lanka,Camels,0.0,Live animals,Livestock
19941,Sri Lanka,Cassava and products,332034.28231772437,Roots and tubers,Primary crops
19942,Sri Lanka,Cattle,163284.78667619432,Live animals,Livestock
19943,Sri Lanka,"Cereals, Other",0.0,Cereals,Primary crops
19944,Sri Lanka,"Citrus, Other",1000.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19945,Sri Lanka,Cloves,7000.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19946,Sri Lanka,Cocoa Beans and products,1000.0,"Coffee, tea, cocoa",Primary crops
19947,Sri Lanka,Coconut Oil,114475.25242009226,Vegetable oils,Crop products
19948,Sri Lanka,Coconuts - Incl Copra,2234000.0,Oil crops,Primary crops
19949,Sri Lanka,Coffee and products,7995.447898690724,"Coffee, tea, cocoa",Primary crops
19950,Sri Lanka,Copra Cake,25376.70549792623,Oil cakes,Crop products
19951,Sri Lanka,Cotton lint,196.6866470008817,Fibre crops,Crop products
19952,Sri Lanka,Cottonseed,0.0,Fibre crops,Crop products
19953,Sri Lanka,Cottonseed Cake,92.63680056377984,Oil cakes,Crop products
19954,Sri Lanka,Cottonseed Oil,0.0,Vegetable oils,Crop products
19955,Sri Lanka,Dates,7978.685918723806,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19956,Sri Lanka,Eggs,94673.23722675274,Eggs,Livestock products
19957,Sri Lanka,"Fats, Animals, Raw",997.9847416920777,Animal fats,Livestock products
19958,Sri Lanka,"Fish, Seafood",689472.7287027491,Fish,Fish
19959,Sri Lanka,Fodder crops,0.0,Fodder crops,Primary crops
19960,Sri Lanka,"Fruits, Other",286485.99973111297,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19961,Sri Lanka,Goats,34337.534055548516,Live animals,Livestock
19962,Sri Lanka,Grapefruit and products,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19963,Sri Lanka,Grapes and products (excl wine),15001.944272529505,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19964,Sri Lanka,Grazing,7248697.0,Grazing,Primary crops
19965,Sri Lanka,Groundnut Cake,18680.185729673893,Oil cakes,Crop products
19966,Sri Lanka,Groundnut Oil,1001.0887390827329,Vegetable oils,Crop products
19967,Sri Lanka,Groundnuts,39015.68372920509,Oil crops,Primary crops
19968,Sri Lanka,"Hard Fibres, Other",610782.471729574,Fibre crops,Primary crops
19969,Sri Lanka,Hides and skins,5773.207951642843,"Hides, skins, wool",Livestock products
19970,Sri Lanka,Honey,0.0,Honey,Livestock products
19971,Sri Lanka,Hops,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19972,Sri Lanka,Horses,8267.632916264307,Live animals,Livestock
19973,Sri Lanka,Jute,0.0,Fibre crops,Primary crops
19974,Sri Lanka,Jute-Like Fibres,0.0,Fibre crops,Primary crops
19975,Sri Lanka,"Lemons, Limes and products",20000.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19976,Sri Lanka,Maize Germ Oil,0.0,Vegetable oils,Crop products
19977,Sri Lanka,Maize and products,365145.510214788,Cereals,Primary crops
19978,Sri Lanka,"Meat, Other",0.0,Meat,Livestock products
19979,Sri Lanka,Milk - Excluding Butter,499244.3109349202,Milk,Livestock products
19980,Sri Lanka,Millet and products,2108.491201450259,Cereals,Primary crops
19981,Sri Lanka,Mules,0.0,Live animals,Livestock
19982,Sri Lanka,Mutton & Goat Meat,1995.13776474116,Meat,Livestock products
19983,Sri Lanka,Nuts and products,122949.98894668951,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19984,Sri Lanka,Oats,0.0,Cereals,Primary crops
19985,Sri Lanka,"Offals, Edible",4564.084210821346,Meat,Livestock products
19986,Sri Lanka,"Oil, palm fruit",0.0,Oil crops,Primary crops
19987,Sri Lanka,"Oilcrops Oil, Other",80963.10581689069,Vegetable oils,Crop products
19988,Sri Lanka,"Oilcrops, Other",0.0,Oil crops,Primary crops
19989,Sri Lanka,"Oilseed Cakes, Other",0.0,Oil cakes,Crop products
19990,Sri Lanka,Olive Oil,0.0,Vegetable oils,Crop products
19991,Sri Lanka,Olives (including preserved),0.0,Oil crops,Primary crops
19992,Sri Lanka,Onions,371718.95256601676,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19993,Sri Lanka,"Oranges, Mandarines",21429.99991342838,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19994,Sri Lanka,Palm Oil,116762.59754653466,Vegetable oils,Crop products
19995,Sri Lanka,Palm kernels,0.9536427811458017,Oil crops,Crop products
19996,Sri Lanka,Palmkernel Cake,0.0,Oil cakes,Crop products
19997,Sri Lanka,Palmkernel Oil,1933.8772030876803,Vegetable oils,Crop products
19998,Sri Lanka,Peas,45256.82902752572,"Vegetables, fruit, nuts, pulses, spices",Primary crops
19999,Sri Lanka,Pepper,44000.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
20000,Sri Lanka,Pigmeat,1768.2960077988446,Meat,Livestock products
20001,Sri Lanka,Pigs,18546.1587998751,Live animals,Livestock
20002,Sri Lanka,Pimento,47993.06783740048,"Vegetables, fruit, nuts, pulses, spices",Primary crops
20003,Sri Lanka,Pineapples and products,53794.85084114066,"Vegetables, fruit, nuts, pulses, spices",Primary crops
20004,Sri Lanka,Plantains,975000.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
20005,Sri Lanka,Potatoes and products,173925.99487916275,Roots and tubers,Primary crops
20006,Sri Lanka,Poultry Birds,158829680.02405658,Live animals,Livestock
20007,Sri Lanka,Poultry Meat,201969.57275040582,Meat,Livestock products
20008,Sri Lanka,"Pulses, Other and products",153783.68642202037,"Vegetables, fruit, nuts, pulses, spices",Primary crops
20009,Sri Lanka,Rabbits and hares,0.0,Live animals,Livestock
20010,Sri Lanka,Rape and Mustard Cake,310.1865096027075,Oil cakes,Crop products
20011,Sri Lanka,Rape and Mustard Oil,0.0,Vegetable oils,Crop products
20012,Sri Lanka,Rape and Mustardseed,1971.099550446721,Oil crops,Primary crops
20013,Sri Lanka,Rice and products,5099289.014640956,Cereals,Primary crops
20014,Sri Lanka,Ricebran Oil,12901.94573063923,Vegetable oils,Crop products
20015,Sri Lanka,"Rodents, other",0.0,Live animals,Livestock
20016,Sri Lanka,"Roots, Other",0.0,Roots and tubers,Primary crops
20017,Sri Lanka,Rubber,115368.9468499615,"Tobacco, rubber",Primary crops
20018,Sri Lanka,Rye and products,0.0,Cereals,Primary crops
20019,Sri Lanka,Seed cotton,0.0,Oil crops,Primary crops
20020,Sri Lanka,Sesame seed,8645.968357278252,Oil crops,Primary crops
20021,Sri Lanka,Sesameseed Cake,279.25554660779505,Oil cakes,Crop products
20022,Sri Lanka,Sesameseed Oil,1265.378793989284,Vegetable oils,Crop products
20023,Sri Lanka,Sheep,5942.531180002162,Live animals,Livestock
20024,Sri Lanka,Silk,0.0,"Hides, skins, wool",Livestock products
20025,Sri Lanka,Sisal,0.0,Fibre crops,Primary crops
20026,Sri Lanka,"Soft-Fibres, Other",0.0,Fibre crops,Primary crops
20027,Sri Lanka,Sorghum and products,335.0,Cereals,Primary crops
20028,Sri Lanka,Soyabean Cake,138736.59955832385,Oil cakes,Crop products
20029,Sri Lanka,Soyabean Oil,1470.5849002995278,Vegetable oils,Crop products
20030,Sri Lanka,Soyabeans,8510.773447900568,Oil crops,Primary crops
20031,Sri Lanka,"Spices, Other",95118.35918586983,"Vegetables, fruit, nuts, pulses, spices",Primary crops
20032,Sri Lanka,Sugar (Raw Equivalent),705529.569534709,"Sugar, sweeteners",Crop products
20033,Sri Lanka,Sugar beet,0.0,Sugar crops,Primary crops
20034,Sri Lanka,Sugar cane,854999.999999999,Sugar crops,Primary crops
20035,Sri Lanka,Sugar non-centrifugal,4999.9999999999945,"Sugar, sweeteners",Crop products
20036,Sri Lanka,Sunflower seed,0.0,Oil crops,Primary crops
20037,Sri Lanka,Sunflowerseed Cake,86.95877027317772,Oil cakes,Crop products
20038,Sri Lanka,Sunflowerseed Oil,1778.5310634950315,Vegetable oils,Crop products
20039,Sri Lanka,Sweet potatoes,45000.0,Roots and tubers,Primary crops
20040,Sri Lanka,"Sweeteners, Other",101450.5333198866,"Sugar, sweeteners",Crop products
20041,Sri Lanka,Tea (including mate),278067.9622518968,"Coffee, tea, cocoa",Primary crops
20042,Sri Lanka,Tobacco,12637.675326725606,"Tobacco, rubber",Primary crops
20043,Sri Lanka,Tomatoes and products,97424.9999998968,"Vegetables, fruit, nuts, pulses, spices",Primary crops
20044,Sri Lanka,"Vegetables, Other",1143030.9999996128,"Vegetables, fruit, nuts, pulses, spices",Primary crops
20045,Sri Lanka,Wheat and products,957091.0057235211,Cereals,Primary crops
20046,Sri Lanka,Wine,982.358258594111,Alcohol,Crop products
20047,Sri Lanka,Wool (Clean Eq.),0.9981142093199714,"Hides, skins, wool",Livestock products
20048,Sri Lanka,Yams,0.0,Roots and tubers,Primary crops
20049,Sudan,Abaca,0.0,Fibre crops,Primary crops
20050,Sudan,"Alcohol, Non-Food",22268.18110470628,Ethanol,Crop products
20051,Sudan,Apples and products,3897.9681499741737,"Vegetables, fruit, nuts, pulses, spices",Primary crops
20052,Sudan,Asses,0.0,Live animals,Livestock
20053,Sudan,Bananas,924000.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
20054,Sudan,Barley and products,0.0,Cereals,Primary crops
20055,Sudan,Beans,12000.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
20056,Sudan,Beer,2756.249832806808,Alcohol,Crop products
20057,Sudan,"Beverages, Alcoholic",785.9831801171143,Alcohol,Crop products
20058,Sudan,"Beverages, Fermented",0.0,Alcohol,Crop products
20059,Sudan,Bovine Meat,388905.0964918493,Meat,Livestock products
20060,Sudan,Buffaloes,0.0,Live animals,Livestock
20061,Sudan,"Butter, Ghee",0.0,Milk,Livestock products
20062,Sudan,"Camelids, other",0.0,Live animals,Livestock
20063,Sudan,Camels,552330.1686743102,Live animals,Livestock
20064,Sudan,Cassava and products,0.0,Roots and tubers,Primary crops
20065,Sudan,Cattle,3591397.3384318077,Live animals,Livestock
20066,Sudan,"Cereals, Other",0.0,Cereals,Primary crops
